-999999	0.0	0
0.0	0.0	1
0.0	1.0	2
1.0	1.5	3
1.5	2.0	4
2.0	2.5	5
2.5	3.0	6
3.0	3.5	7
3.5	4.0	8
4.0	4.5	9
4.5	5.0	10
5.0	5.5	11
5.5	6.0	12
6.0	6.666666666666666	13
6.666666666666666	7.0	14
7.0	7.666666666666667	15
7.666666666666667	8.0	16
8.0	8.75	17
8.75	9.0	18
9.0	10.0	19
10.0	11.0	20
11.0	12.0	21
12.0	13.0	22
13.0	14.0	23
14.0	15.0	24
15.0	16.0	25
16.0	17.0	26
17.0	18.0	27
18.0	19.0	28
19.0	20.0	29
20.0	21.0	30
21.0	22.0	31
22.0	23.0	32
23.0	24.0	33
24.0	25.0	34
25.0	27.0	35
27.0	29.0	36
29.0	31.0	37
31.0	34.0	38
34.0	37.0	39
37.0	41.0	40
41.0	48.0	41
48.0	119.0	42
119.0	280.0	43
280.0	999999	44
