-999999	0.0	0
0.0	0.0	1
0.0	1.0	2
1.0	2.0	3
2.0	3.0	4
3.0	4.0	5
4.0	5.0	6
5.0	6.0	7
6.0	7.0	8
7.0	8.0	9
8.0	9.0	10
9.0	10.0	11
10.0	11.0	12
11.0	12.0	13
12.0	13.0	14
13.0	14.0	15
14.0	15.0	16
15.0	16.0	17
16.0	17.0	18
17.0	18.0	19
18.0	19.0	20
19.0	20.0	21
20.0	21.0	22
21.0	22.0	23
22.0	23.0	24
23.0	24.0	25
24.0	25.0	26
25.0	26.0	27
26.0	27.0	28
27.0	28.0	29
28.0	29.0	30
29.0	30.0	31
30.0	31.0	32
31.0	32.0	33
32.0	33.0	34
33.0	34.5	35
34.5	35.0	36
35.0	36.66666666666667	37
36.66666666666667	37.0	38
37.0	38.5	39
38.5	39.0	40
39.0	40.0	41
40.0	41.0	42
41.0	43.0	43
43.0	45.0	44
45.0	47.0	45
47.0	49.0	46
49.0	51.0	47
51.0	52.0	48
52.0	54.0	49
54.0	56.0	50
56.0	58.0	51
58.0	60.0	52
60.0	62.0	53
62.0	64.0	54
64.0	66.0	55
66.0	68.0	56
68.0	70.0	57
70.0	72.0	58
72.0	74.0	59
74.0	76.0	60
76.0	78.0	61
78.0	81.0	62
81.0	84.0	63
84.0	87.0	64
87.0	89.0	65
89.0	92.0	66
92.0	95.0	67
95.0	98.0	68
98.0	101.0	69
101.0	103.0	70
103.0	106.0	71
106.0	109.0	72
109.0	112.0	73
112.0	116.0	74
116.0	120.0	75
120.0	124.0	76
124.0	128.0	77
128.0	133.0	78
133.0	138.0	79
138.0	143.0	80
143.0	148.0	81
148.0	153.0	82
153.0	158.0	83
158.0	163.0	84
163.0	169.0	85
169.0	175.0	86
175.0	181.0	87
181.0	187.0	88
187.0	194.0	89
194.0	201.0	90
201.0	211.0	91
211.0	220.0	92
220.0	227.0	93
227.0	237.0	94
237.0	244.0	95
244.0	253.0	96
253.0	262.0	97
262.0	272.0	98
272.0	284.0	99
284.0	300.0	100
300.0	315.0	101
315.0	336.0	102
336.0	348.0	103
348.0	365.0	104
365.0	383.0	105
383.0	410.0	106
410.0	434.0	107
434.0	464.0	108
464.0	495.0	109
495.0	532.0	110
532.0	581.0	111
581.0	638.0	112
638.0	711.0	113
711.0	816.0	114
816.0	925.0	115
925.0	1151.0	116
1151.0	1575.0	117
1575.0	5637.0	118
5637.0	7335.0	119
7335.0	999999	120
