-999999	0.0	0
0.0	0.0	1
0.0	0.1111111111111111	2
0.1111111111111111	0.1428571428571429	3
0.1428571428571429	0.18181818181818182	4
0.18181818181818182	0.21052631578947367	5
0.21052631578947367	0.25	6
0.25	0.2857142857142858	7
0.2857142857142858	0.3333333333333333	8
0.3333333333333333	0.33333333333333337	9
0.33333333333333337	0.3999999999999998	10
0.3999999999999998	0.4	11
0.4	0.4444444444444445	12
0.4444444444444445	0.5	13
0.5	0.5714285714285714	14
0.5714285714285714	0.6000000000000001	15
0.6000000000000001	0.6666666666666666	16
0.6666666666666666	0.6666666666666667	17
0.6666666666666667	0.7142857142857143	18
0.7142857142857143	0.75	19
0.75	0.8	20
0.8	0.8421052631578947	21
0.8421052631578947	0.875	22
0.875	0.9090909090909092	23
0.9090909090909092	1.0	24
1.0	1.1666666666666667	25
1.1666666666666667	1.25	26
1.25	1.3333333333333335	27
1.3333333333333335	1.5	28
1.5	1.6428571428571428	29
1.6428571428571428	1.7142857142857144	30
1.7142857142857144	1.8	31
1.8	2.0	32
2.0	2.3333333333333335	33
2.3333333333333335	2.5384615384615388	34
2.5384615384615388	2.782608695652174	35
2.782608695652174	3.0	36
3.0	3.5	37
3.5	4.0	38
4.0	4.666666666666666	39
4.666666666666666	5.0	40
5.0	5.913043478260869	41
5.913043478260869	6.6	42
6.6	7.578947368421052	43
7.578947368421052	9.117647058823529	44
9.117647058823529	13.600000000000001	45
13.600000000000001	27.0	46
27.0	98.0	47
98.0	999999	48
