-999999	0.0	0
0.0	0.0	1
0.0	1.0	2
1.0	2.0	3
2.0	3.0	4
3.0	4.0	5
4.0	5.0	6
5.0	6.0	7
6.0	7.0	8
7.0	8.0	9
8.0	9.0	10
9.0	10.0	11
10.0	11.0	12
11.0	12.0	13
12.0	13.0	14
13.0	14.0	15
14.0	15.0	16
15.0	16.0	17
16.0	17.0	18
17.0	18.0	19
18.0	19.0	20
19.0	20.0	21
20.0	21.0	22
21.0	22.0	23
22.0	23.0	24
23.0	24.0	25
24.0	25.0	26
25.0	26.0	27
26.0	27.0	28
27.0	28.0	29
28.0	29.0	30
29.0	30.333333333333332	31
30.333333333333332	31.0	32
31.0	32.0	33
32.0	33.0	34
33.0	34.0	35
34.0	35.0	36
35.0	36.0	37
36.0	37.33333333333333	38
37.33333333333333	38.0	39
38.0	39.333333333333336	40
39.333333333333336	40.0	41
40.0	41.33333333333333	42
41.33333333333333	42.5	43
42.5	43.5	44
43.5	45.0	45
45.0	47.0	46
47.0	48.0	47
48.0	50.0	48
50.0	51.5	49
51.5	53.0	50
53.0	54.5	51
54.5	56.0	52
56.0	58.0	53
58.0	60.0	54
60.0	62.0	55
62.0	64.0	56
64.0	66.0	57
66.0	68.0	58
68.0	70.0	59
70.0	72.0	60
72.0	74.0	61
74.0	76.0	62
76.0	79.0	63
79.0	81.0	64
81.0	83.0	65
83.0	85.0	66
85.0	87.0	67
87.0	90.0	68
90.0	92.0	69
92.0	94.0	70
94.0	97.0	71
97.0	100.0	72
100.0	103.0	73
103.0	106.0	74
106.0	109.0	75
109.0	112.0	76
112.0	115.0	77
115.0	118.0	78
118.0	121.66666666666667	79
121.66666666666667	125.0	80
125.0	129.0	81
129.0	133.0	82
133.0	138.0	83
138.0	142.33333333333331	84
142.33333333333331	146.0	85
146.0	150.5	86
150.5	155.0	87
155.0	160.0	88
160.0	165.0	89
165.0	171.0	90
171.0	178.0	91
178.0	183.0	92
183.0	189.33333333333334	93
189.33333333333334	195.0	94
195.0	201.0	95
201.0	210.0	96
210.0	218.0	97
218.0	226.0	98
226.0	233.0	99
233.0	243.0	100
243.0	252.33333333333334	101
252.33333333333334	262.0	102
262.0	273.0	103
273.0	283.5	104
283.5	295.3333333333333	105
295.3333333333333	307.5	106
307.5	318.0	107
318.0	330.33333333333337	108
330.33333333333337	349.0	109
349.0	367.0	110
367.0	384.0	111
384.0	411.0	112
411.0	437.0	113
437.0	468.0	114
468.0	502.0	115
502.0	531.0	116
531.0	574.0	117
574.0	631.0	118
631.0	700.0	119
700.0	780.0	120
780.0	907.0	121
907.0	1034.4	122
1034.4	1280.3333333333333	123
1280.3333333333333	1696.0	124
1696.0	2322.5	125
2322.5	12167.0	126
12167.0	999999	127
