-999999	0.0	0
0.0	0.0	1
0.0	1.0	2
1.0	2.0	3
2.0	3.0	4
3.0	4.0	5
4.0	5.0	6
5.0	6.0	7
6.0	7.0	8
7.0	8.0	9
8.0	9.0	10
9.0	10.0	11
10.0	11.0	12
11.0	12.0	13
12.0	13.0	14
13.0	14.0	15
14.0	15.0	16
15.0	16.0	17
16.0	17.0	18
17.0	18.0	19
18.0	19.0	20
19.0	20.0	21
20.0	21.5	22
21.5	23.0	23
23.0	24.0	24
24.0	26.0	25
26.0	27.0	26
27.0	29.0	27
29.0	31.0	28
31.0	33.0	29
33.0	35.0	30
35.0	38.0	31
38.0	42.0	32
42.0	46.0	33
46.0	51.0	34
51.0	55.0	35
55.0	61.0	36
61.0	67.0	37
67.0	76.0	38
76.0	87.0	39
87.0	106.0	40
106.0	140.0	41
140.0	179.0	42
179.0	330.0	43
330.0	1658.0	44
1658.0	999999	45
