-999999	0.0	0
0.0	0.0	1
0.0	1.0	2
1.0	1.5	3
1.5	2.0	4
2.0	2.5	5
2.5	3.0	6
3.0	3.5	7
3.5	4.0	8
4.0	4.5	9
4.5	5.0	10
5.0	5.5	11
5.5	6.0	12
6.0	6.666666666666667	13
6.666666666666667	7.0	14
7.0	7.666666666666667	15
7.666666666666667	8.0	16
8.0	9.0	17
9.0	10.0	18
10.0	11.0	19
11.0	12.0	20
12.0	13.0	21
13.0	14.0	22
14.0	15.0	23
15.0	16.0	24
16.0	17.0	25
17.0	18.0	26
18.0	19.0	27
19.0	20.0	28
20.0	21.0	29
21.0	22.0	30
22.0	23.0	31
23.0	24.0	32
24.0	25.0	33
25.0	26.0	34
26.0	27.333333333333332	35
27.333333333333332	28.0	36
28.0	29.333333333333336	37
29.333333333333336	30.0	38
30.0	32.0	39
32.0	34.0	40
34.0	37.0	41
37.0	39.0	42
39.0	42.0	43
42.0	46.0	44
46.0	50.0	45
50.0	57.0	46
57.0	70.0	47
70.0	109.0	48
109.0	770.0	49
770.0	999999	50
