-999999	0.0	0
0.0	0.0	1
0.0	1.0	2
1.0	1.5	3
1.5	2.0	4
2.0	2.5	5
2.5	3.0	6
3.0	3.6666666666666665	7
3.6666666666666665	4.0	8
4.0	4.666666666666666	9
4.666666666666666	5.0	10
5.0	5.666666666666667	11
5.666666666666667	6.0	12
6.0	7.0	13
7.0	8.0	14
8.0	9.0	15
9.0	10.0	16
10.0	11.0	17
11.0	12.0	18
12.0	13.0	19
13.0	14.0	20
14.0	15.0	21
15.0	16.0	22
16.0	17.0	23
17.0	18.0	24
18.0	19.0	25
19.0	20.0	26
20.0	21.0	27
21.0	22.0	28
22.0	23.0	29
23.0	24.0	30
24.0	25.0	31
25.0	26.0	32
26.0	27.0	33
27.0	28.0	34
28.0	29.333333333333332	35
29.333333333333332	30.0	36
30.0	31.5	37
31.5	32.0	38
32.0	33.666666666666664	39
33.666666666666664	35.0	40
35.0	37.0	41
37.0	39.0	42
39.0	41.0	43
41.0	43.0	44
43.0	45.0	45
45.0	47.0	46
47.0	49.0	47
49.0	51.0	48
51.0	55.0	49
55.0	59.0	50
59.0	63.0	51
63.0	68.0	52
68.0	73.0	53
73.0	78.0	54
78.0	86.0	55
86.0	94.0	56
94.0	104.0	57
104.0	116.0	58
116.0	128.0	59
128.0	151.0	60
151.0	179.0	61
179.0	236.0	62
236.0	311.0	63
311.0	732.0	64
732.0	65535.0	65
65535.0	999999	66
