-999999	0.0	0
0.0	0.0	1
0.0	0.25	2
0.25	0.33333333333333337	3
0.33333333333333337	0.5	4
0.5	0.6666666666666666	5
0.6666666666666666	0.6666666666666667	6
0.6666666666666667	0.75	7
0.75	1.0	8
1.0	1.3333333333333333	9
1.3333333333333333	1.4	10
1.4	1.5	11
1.5	1.6666666666666667	12
1.6666666666666667	2.0	13
2.0	2.3333333333333335	14
2.3333333333333335	2.5	15
2.5	2.666666666666667	16
2.666666666666667	3.0	17
3.0	3.3333333333333335	18
3.3333333333333335	3.5	19
3.5	3.8333333333333335	20
3.8333333333333335	4.0	21
4.0	4.5	22
4.5	5.0	23
5.0	5.5	24
5.5	6.0	25
6.0	6.666666666666667	26
6.666666666666667	7.0	27
7.0	7.8	28
7.8	8.0	29
8.0	9.0	30
9.0	10.0	31
10.0	11.0	32
11.0	12.0	33
12.0	13.11111111111111	34
13.11111111111111	14.0	35
14.0	15.0	36
15.0	17.0	37
17.0	19.666666666666664	38
19.666666666666664	22.5	39
22.5	26.33333333333334	40
26.33333333333334	31.0	41
31.0	40.0	42
40.0	64.0	43
64.0	214.0	44
214.0	999999	45
